20003:
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,55,24,97,56,37
13,99,75,16,6,55,24,97,56,37
13,99,75,16,6,55,24,97,56,37
13,99,75,16,6,55,24,97,56,37
13,99,16,75,6,55,24,97,56,37
13,99,16,75,6,55,24,97,56,37
13,99,16,75,6,55,24,97,56,37

20108:
16,99,6,37,75,13,24,39,48,27
99,6,16,13,75,37,24,55,39,48
99,13,6,16,75,24,55,37,97,49
13,99,6,16,75,24,55,37,97,49
13,99,16,6,75,24,55,37,97,49
13,99,16,6,75,24,55,97,37,49
13,99,16,6,75,24,55,97,37,56
13,99,16,75,6,24,55,97,37,56
13,99,16,75,6,55,24,97,56,37
13,99,16,75,6,55,24,97,56,37
13,99,16,75,6,55,24,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,55,24,97,56,37
13,99,16,75,6,55,24,97,56,37
13,99,16,75,6,55,24,97,56,37
13,99,75,16,6,55,24,97,56,37
13,99,75,16,6,55,24,97,56,37
13,99,75,16,6,55,24,97,56,37
13,99,75,16,6,55,24,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,49
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,49
13,99,75,16,6,24,55,97,56,49
13,99,16,75,6,24,55,97,56,49

20109:
16,99,6,37,75,13,24,48,39,27
99,6,16,13,75,37,24,55,39,48
13,99,6,16,75,24,55,37,97,49
13,99,6,16,75,24,55,37,97,49
13,99,16,6,75,24,55,37,97,49
13,99,16,6,75,24,55,97,37,56
13,99,16,75,6,24,55,97,37,56
13,99,16,75,6,24,55,97,37,56
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37

20110:
16,99,6,37,75,13,24,48,39,27
99,6,16,13,75,37,24,55,39,48
99,13,6,16,75,24,55,37,97,49
13,99,6,16,75,24,55,37,97,49
13,99,16,6,75,24,55,37,97,49
13,99,16,6,75,24,55,97,37,56
13,99,16,75,6,24,55,97,37,56
13,99,16,75,6,24,55,97,37,56
13,99,16,75,6,24,55,97,37,56
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37

20111:
16,99,6,37,75,13,24,39,48,27
99,6,16,13,75,37,24,55,39,48
13,99,6,16,75,24,55,37,97,49
13,99,6,16,75,24,55,37,97,49
13,99,16,6,75,24,55,37,97,49
13,99,16,6,75,24,55,97,37,56
13,99,75,16,6,24,55,97,37,56
13,99,75,16,6,24,55,97,37,56
13,99,75,16,6,24,55,97,37,56
13,99,75,16,6,24,55,97,37,56
13,99,75,16,6,24,55,97,37,56
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,55,24,97,56,37
13,99,75,16,6,55,24,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37

20112:
16,99,6,37,75,13,24,39,48,27
99,6,16,13,75,37,24,55,39,48
13,99,6,16,75,24,55,37,97,49
13,99,16,6,75,24,55,37,97,49
13,99,16,6,75,24,55,37,97,49
13,99,16,75,6,24,55,97,37,49
13,99,16,75,6,24,55,97,37,56
13,99,16,75,6,24,55,97,37,56
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,49
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,49
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37

20115:
16,99,6,37,75,13,24,48,39,27
99,6,16,13,75,37,24,55,39,48
99,13,6,16,75,24,55,37,97,49
13,99,6,16,75,24,55,37,97,49
13,99,16,6,75,24,55,37,97,56
13,99,16,6,75,24,55,97,37,56
13,99,16,75,6,24,55,97,37,56
13,99,16,75,6,24,55,97,37,56
13,99,16,75,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37

20116:
16,99,6,37,75,13,24,48,39,27
99,6,16,13,75,37,24,55,39,48
99,13,6,16,75,24,55,37,97,49
13,99,6,16,75,24,55,37,97,49
13,99,16,6,75,24,55,37,97,49
13,99,16,75,6,24,55,97,37,56
13,99,75,16,6,24,55,97,37,56
13,99,75,16,6,24,55,97,37,56
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37

20117:
16,99,6,37,75,13,24,48,39,27
99,6,16,13,75,37,24,55,39,48
13,99,6,16,75,24,55,37,97,49
13,99,6,16,75,24,55,37,97,49
13,99,6,16,75,24,55,37,97,49
13,99,6,16,75,24,55,97,37,56
13,99,6,75,16,24,55,97,37,56
13,99,75,6,16,24,55,97,37,56
13,99,75,6,16,24,55,97,37,56
13,99,75,6,16,24,55,97,37,56
13,99,75,6,16,24,55,97,37,56
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,6,75,16,24,55,97,56,37
13,99,6,75,16,24,55,97,56,37
13,99,6,75,16,24,55,97,56,37
13,99,6,75,16,24,55,97,56,37
13,99,6,75,16,24,55,97,56,37
13,99,6,75,16,24,55,97,56,37
13,99,6,75,16,24,55,97,56,37
13,99,6,75,16,24,55,97,56,37
13,99,6,75,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,55,24,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,37,56
13,99,75,6,16,24,55,97,37,56
13,99,75,6,16,24,55,97,37,56
13,99,75,6,16,24,55,97,37,56
13,99,75,6,16,24,55,97,37,56
13,99,75,6,16,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,6,75,16,24,55,97,37,56
13,99,6,75,16,24,55,97,37,56
13,99,6,75,16,24,55,97,37,56
13,99,6,75,16,24,55,97,37,56

20119:
16,99,6,37,75,13,24,39,48,27
99,6,16,13,75,37,24,55,39,48
99,13,6,16,75,24,55,37,97,49
13,99,6,16,75,24,55,37,97,49
13,99,6,16,75,24,55,37,97,49
13,99,16,6,75,24,55,97,37,56
13,99,16,6,75,24,55,97,37,56
13,99,16,75,6,24,55,97,37,56
13,99,16,75,6,24,55,97,37,56
13,99,75,16,6,24,55,97,37,56
13,99,75,16,6,55,24,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,55,24,97,56,37
13,99,75,16,6,55,24,97,56,37
13,99,75,16,6,55,24,97,56,37
13,99,75,16,6,55,24,97,56,37
13,99,75,16,6,55,24,97,56,37
13,99,75,16,6,55,24,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,55,24,97,56,37
13,99,75,16,6,55,24,97,56,37
13,99,75,16,6,55,24,97,56,37
13,99,75,16,6,55,24,97,56,37
13,99,16,75,6,55,24,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37

20122:
16,99,6,37,75,13,24,39,48,27
99,6,16,13,75,37,24,55,39,48
99,13,6,16,75,24,37,55,97,49
13,99,6,16,75,24,55,37,97,49
13,99,6,16,75,24,55,37,97,56
13,99,6,16,75,24,55,37,97,56
13,99,75,6,16,24,55,97,37,56
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37

20123:
16,99,6,37,75,13,24,39,48,27
99,6,16,13,75,37,24,55,39,48
99,13,6,16,75,24,55,37,97,49
13,99,6,16,75,24,55,37,97,49
13,99,6,16,75,24,55,37,97,56
13,99,16,6,75,24,55,97,37,56
13,99,16,75,6,24,55,97,37,56
13,99,16,75,6,24,55,97,37,56
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,16,75,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37

20124:
16,99,6,37,75,13,24,48,39,27
99,6,16,13,75,37,24,55,39,48
99,13,6,16,75,24,55,37,97,49
13,99,6,16,75,24,55,37,97,49
13,99,6,16,75,24,55,37,97,56
13,99,6,16,75,24,55,97,37,56
13,99,75,6,16,24,55,97,37,56
13,99,75,16,6,24,55,97,37,56
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,16,6,24,55,97,56,37
13,99,75,6,16,24,55,97,56,37

